,account_balance,duration,credit_history,purpose,credit_amount,savings_bond_value,employed_since,intallment_rate,sex_marital,guarantor,residence_since,property,age,other_installment_plans,type_of_housing,nr_of_existing_credits,job,number_of_dependents,telephone,foreign,target,content
362,A13,A21,A33,A40,A54,A61,A73,A82,A92,A101,A112,A123,A135,A142,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A13 A21 A33 A40 A54 A61 A73 A82 A92 A101 A112 A123 A135 A142 A152 A162 A173 A181 A192 A201
363,A14,A20,A32,A42,A53,A61,A73,A81,A94,A101,A112,A122,A130,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A42 A53 A61 A73 A81 A94 A101 A112 A122 A130 A143 A151 A161 A173 A181 A191 A201
364,A11,A23,A32,A42,A55,A61,A71,A84,A93,A101,A111,A123,A131,A143,A152,A161,A171,A181,A191,A201,__label__2,__label__2 A11 A23 A32 A42 A55 A61 A71 A84 A93 A101 A111 A123 A131 A143 A152 A161 A171 A181 A191 A201
365,A14,A21,A32,A49,A53,A61,A74,A82,A93,A101,A114,A123,A135,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A21 A32 A49 A53 A61 A74 A82 A93 A101 A114 A123 A135 A143 A152 A161 A173 A181 A192 A201
366,A14,A23,A34,A41,A57,A61,A74,A83,A93,A101,A111,A123,A132,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A23 A34 A41 A57 A61 A74 A83 A93 A101 A111 A123 A132 A143 A152 A162 A173 A181 A191 A201
367,A11,A23,A32,A42,A57,A61,A72,A81,A92,A101,A114,A123,A130,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A23 A32 A42 A57 A61 A72 A81 A92 A101 A114 A123 A130 A143 A151 A161 A173 A181 A191 A201
368,A11,A26,A32,A42,A56,A61,A75,A84,A93,A101,A112,A123,A137,A143,A152,A161,A173,A182,A191,A201,__label__2,__label__2 A11 A26 A32 A42 A56 A61 A75 A84 A93 A101 A112 A123 A137 A143 A152 A161 A173 A182 A191 A201
369,A12,A23,A32,A42,A56,A61,A74,A82,A92,A101,A114,A121,A137,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A23 A32 A42 A56 A61 A74 A82 A92 A101 A114 A121 A137 A143 A151 A161 A173 A181 A191 A201
370,A14,A26,A32,A40,A56,A65,A73,A84,A93,A101,A114,A121,A135,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A26 A32 A40 A56 A65 A73 A84 A93 A101 A114 A121 A135 A143 A152 A161 A173 A181 A191 A201
371,A14,A23,A34,A43,A58,A61,A75,A83,A93,A101,A114,A123,A134,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A23 A34 A43 A58 A61 A75 A83 A93 A101 A114 A123 A134 A143 A152 A162 A173 A181 A192 A201
372,A14,A21,A34,A42,A54,A61,A72,A81,A92,A101,A113,A121,A130,A143,A151,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A21 A34 A42 A54 A61 A72 A81 A92 A101 A113 A121 A130 A143 A151 A162 A173 A181 A191 A201
373,A14,A27,A34,A40,A59,A65,A75,A82,A93,A101,A114,A124,A139,A141,A153,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A27 A34 A40 A59 A65 A75 A82 A93 A101 A114 A124 A139 A141 A153 A161 A174 A181 A192 A201
374,A12,A27,A31,A410,A59,A62,A75,A83,A92,A101,A114,A124,A139,A141,A153,A162,A174,A181,A192,A201,__label__2,__label__2 A12 A27 A31 A410 A59 A62 A75 A83 A92 A101 A114 A124 A139 A141 A153 A162 A174 A181 A192 A201
375,A11,A27,A31,A49,A59,A61,A74,A82,A92,A103,A114,A123,A136,A143,A151,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A27 A31 A49 A59 A61 A74 A82 A92 A103 A114 A123 A136 A143 A151 A161 A173 A181 A191 A201
376,A14,A23,A33,A43,A55,A61,A71,A82,A94,A101,A113,A121,A135,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A23 A33 A43 A55 A61 A71 A82 A94 A101 A113 A121 A135 A143 A152 A162 A173 A181 A191 A201
377,A14,A20,A33,A43,A50,A65,A75,A83,A93,A101,A114,A124,A135,A143,A153,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A33 A43 A50 A65 A75 A83 A93 A101 A114 A124 A135 A143 A153 A161 A173 A181 A191 A201
378,A12,A26,A32,A40,A59,A61,A75,A84,A93,A101,A112,A124,A139,A143,A153,A161,A174,A181,A192,A201,__label__2,__label__2 A12 A26 A32 A40 A59 A61 A75 A84 A93 A101 A112 A124 A139 A143 A153 A161 A174 A181 A192 A201
379,A14,A20,A34,A40,A50,A62,A73,A84,A92,A101,A114,A123,A138,A143,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A14 A20 A34 A40 A50 A62 A73 A84 A92 A101 A114 A123 A138 A143 A152 A162 A172 A181 A191 A201
380,A11,A24,A32,A42,A54,A65,A74,A84,A93,A101,A114,A123,A136,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A11 A24 A32 A42 A54 A65 A74 A84 A93 A101 A114 A123 A136 A143 A152 A161 A173 A181 A192 A201
381,A12,A23,A32,A41,A59,A61,A71,A83,A92,A101,A114,A124,A136,A143,A153,A161,A174,A181,A192,A201,__label__2,__label__2 A12 A23 A32 A41 A59 A61 A71 A83 A92 A101 A114 A124 A136 A143 A153 A161 A174 A181 A192 A201
382,A14,A24,A32,A40,A52,A65,A74,A84,A92,A101,A114,A122,A131,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A32 A40 A52 A65 A74 A84 A92 A101 A114 A122 A131 A143 A151 A161 A173 A181 A191 A201
383,A13,A21,A32,A40,A52,A61,A72,A84,A93,A101,A111,A121,A131,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A13 A21 A32 A40 A52 A61 A72 A84 A93 A101 A111 A121 A131 A143 A152 A161 A173 A181 A191 A201
384,A14,A25,A33,A49,A57,A62,A73,A82,A93,A101,A112,A122,A131,A143,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A14 A25 A33 A49 A57 A62 A73 A82 A93 A101 A112 A122 A131 A143 A152 A162 A172 A181 A191 A201
385,A14,A23,A34,A43,A54,A61,A73,A82,A92,A101,A111,A123,A131,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A23 A34 A43 A54 A61 A73 A82 A92 A101 A111 A123 A131 A143 A152 A162 A173 A181 A191 A201
386,A14,A23,A32,A43,A51,A65,A72,A84,A92,A101,A112,A121,A130,A143,A151,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A23 A32 A43 A51 A65 A72 A84 A92 A101 A112 A121 A130 A143 A151 A161 A173 A181 A192 A201
387,A12,A23,A34,A42,A59,A61,A71,A84,A93,A101,A114,A122,A137,A142,A152,A162,A174,A181,A192,A201,__label__1,__label__1 A12 A23 A34 A42 A59 A61 A71 A84 A93 A101 A114 A122 A137 A142 A152 A162 A174 A181 A192 A201
388,A12,A22,A34,A49,A55,A63,A73,A82,A93,A101,A114,A123,A132,A141,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A22 A34 A49 A55 A63 A73 A82 A93 A101 A114 A123 A132 A141 A152 A161 A173 A181 A191 A201
389,A14,A20,A32,A49,A52,A61,A74,A83,A92,A101,A112,A123,A132,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A49 A52 A61 A74 A83 A92 A101 A112 A123 A132 A143 A152 A162 A173 A181 A191 A201
390,A14,A23,A32,A40,A53,A61,A73,A82,A94,A101,A112,A122,A133,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A23 A32 A40 A53 A61 A73 A82 A94 A101 A112 A122 A133 A143 A152 A161 A174 A181 A192 A201
391,A12,A21,A32,A42,A51,A64,A72,A81,A92,A101,A114,A121,A130,A143,A151,A161,A172,A181,A191,A201,__label__1,__label__1 A12 A21 A32 A42 A51 A64 A72 A81 A92 A101 A114 A121 A130 A143 A151 A161 A172 A181 A191 A201
392,A11,A26,A32,A40,A56,A61,A74,A82,A93,A101,A114,A124,A136,A141,A153,A161,A174,A182,A192,A201,__label__1,__label__1 A11 A26 A32 A40 A56 A61 A74 A82 A93 A101 A114 A124 A136 A141 A153 A161 A174 A182 A192 A201
393,A11,A20,A34,A43,A54,A61,A74,A81,A92,A101,A114,A123,A134,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A20 A34 A43 A54 A61 A74 A81 A92 A101 A114 A123 A134 A143 A152 A161 A173 A181 A191 A201
394,A14,A20,A34,A42,A55,A61,A71,A82,A93,A101,A113,A123,A134,A143,A152,A161,A174,A181,A191,A201,__label__1,__label__1 A14 A20 A34 A42 A55 A61 A71 A82 A93 A101 A113 A123 A134 A143 A152 A161 A174 A181 A191 A201
395,A12,A27,A33,A46,A59,A62,A74,A82,A93,A101,A113,A124,A134,A143,A151,A161,A173,A181,A192,A201,__label__1,__label__1 A12 A27 A33 A46 A59 A62 A74 A82 A93 A101 A113 A124 A134 A143 A151 A161 A173 A181 A192 A201
396,A11,A21,A32,A42,A55,A61,A71,A83,A92,A101,A114,A124,A139,A143,A153,A161,A174,A181,A191,A201,__label__1,__label__1 A11 A21 A32 A42 A55 A61 A71 A83 A92 A101 A114 A124 A139 A143 A153 A161 A174 A181 A191 A201
397,A11,A26,A34,A42,A55,A61,A73,A83,A94,A101,A112,A122,A138,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A11 A26 A34 A42 A55 A61 A73 A83 A94 A101 A112 A122 A138 A143 A152 A162 A173 A181 A192 A201
398,A12,A21,A32,A40,A51,A61,A75,A81,A91,A101,A111,A121,A138,A143,A151,A162,A173,A181,A191,A201,__label__2,__label__2 A12 A21 A32 A40 A51 A61 A75 A81 A91 A101 A111 A121 A138 A143 A151 A162 A173 A181 A191 A201
399,A14,A24,A34,A43,A53,A64,A73,A84,A92,A101,A111,A121,A137,A143,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A14 A24 A34 A43 A53 A64 A73 A84 A92 A101 A111 A121 A137 A143 A152 A162 A172 A181 A191 A201
400,A14,A23,A32,A43,A52,A61,A72,A83,A94,A101,A114,A121,A136,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A23 A32 A43 A52 A61 A72 A83 A94 A101 A114 A121 A136 A143 A152 A161 A173 A181 A192 A201
401,A12,A23,A34,A49,A53,A65,A73,A84,A94,A101,A114,A121,A132,A141,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A12 A23 A34 A49 A53 A65 A73 A84 A94 A101 A114 A121 A132 A141 A152 A162 A173 A181 A191 A201
402,A14,A24,A33,A49,A59,A61,A72,A82,A93,A101,A112,A123,A132,A141,A152,A162,A173,A181,A192,A201,__label__2,__label__2 A14 A24 A33 A49 A59 A61 A72 A82 A93 A101 A112 A123 A132 A141 A152 A162 A173 A181 A192 A201
403,A14,A22,A33,A40,A50,A61,A73,A84,A93,A101,A112,A123,A132,A143,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A14 A22 A33 A40 A50 A61 A73 A84 A93 A101 A112 A123 A132 A143 A152 A162 A172 A181 A191 A201
404,A12,A23,A33,A40,A56,A65,A75,A84,A93,A101,A114,A123,A137,A143,A152,A161,A173,A182,A191,A201,__label__1,__label__1 A12 A23 A33 A40 A56 A65 A75 A84 A93 A101 A114 A123 A137 A143 A152 A161 A173 A182 A191 A201
405,A12,A24,A32,A43,A54,A61,A72,A81,A94,A101,A111,A122,A130,A143,A152,A161,A173,A181,A192,A201,__label__2,__label__2 A12 A24 A32 A43 A54 A61 A72 A81 A94 A101 A111 A122 A130 A143 A152 A161 A173 A181 A192 A201
406,A14,A24,A34,A41,A54,A65,A74,A84,A93,A101,A114,A123,A137,A143,A152,A162,A173,A182,A192,A201,__label__1,__label__1 A14 A24 A34 A41 A54 A65 A74 A84 A93 A101 A114 A123 A137 A143 A152 A162 A173 A182 A192 A201
407,A11,A22,A32,A43,A51,A61,A72,A84,A94,A101,A112,A121,A132,A143,A152,A161,A173,A181,A191,A202,__label__1,__label__1 A11 A22 A32 A43 A51 A61 A72 A84 A94 A101 A112 A121 A132 A143 A152 A161 A173 A181 A191 A202
408,A14,A24,A32,A43,A56,A63,A75,A83,A91,A101,A112,A123,A131,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A24 A32 A43 A56 A63 A75 A83 A91 A101 A112 A123 A131 A143 A152 A161 A174 A181 A192 A201
409,A13,A21,A34,A40,A51,A63,A74,A84,A94,A101,A112,A121,A132,A143,A152,A163,A173,A181,A192,A201,__label__2,__label__2 A13 A21 A34 A40 A51 A63 A74 A84 A94 A101 A112 A121 A132 A143 A152 A163 A173 A181 A192 A201
410,A12,A24,A32,A43,A54,A61,A75,A84,A92,A101,A114,A123,A130,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A12 A24 A32 A43 A54 A61 A75 A84 A92 A101 A114 A123 A130 A143 A152 A161 A173 A181 A192 A201
411,A14,A26,A34,A41,A59,A61,A74,A83,A93,A101,A112,A123,A135,A143,A152,A162,A174,A181,A192,A201,__label__1,__label__1 A14 A26 A34 A41 A59 A61 A74 A83 A93 A101 A112 A123 A135 A143 A152 A162 A174 A181 A192 A201
412,A14,A21,A34,A49,A54,A61,A71,A84,A93,A101,A112,A123,A137,A142,A152,A162,A174,A181,A192,A201,__label__2,__label__2 A14 A21 A34 A49 A54 A61 A71 A84 A93 A101 A112 A123 A137 A142 A152 A162 A174 A181 A192 A201
413,A14,A21,A32,A40,A53,A63,A73,A83,A93,A101,A112,A124,A137,A143,A151,A161,A172,A182,A191,A202,__label__1,__label__1 A14 A21 A32 A40 A53 A63 A73 A83 A93 A101 A112 A124 A137 A143 A151 A161 A172 A182 A191 A202
414,A11,A24,A32,A40,A52,A65,A73,A84,A92,A101,A112,A122,A135,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A24 A32 A40 A52 A65 A73 A84 A92 A101 A112 A122 A135 A143 A152 A161 A173 A181 A191 A201
415,A14,A26,A34,A41,A58,A61,A75,A82,A93,A101,A112,A122,A135,A143,A152,A162,A173,A182,A192,A201,__label__1,__label__1 A14 A26 A34 A41 A58 A61 A75 A82 A93 A101 A112 A122 A135 A143 A152 A162 A173 A182 A192 A201
416,A11,A21,A32,A40,A55,A61,A72,A84,A93,A101,A111,A121,A134,A143,A152,A161,A172,A182,A191,A201,__label__2,__label__2 A11 A21 A32 A40 A55 A61 A72 A84 A93 A101 A111 A121 A134 A143 A152 A161 A172 A182 A191 A201
417,A11,A23,A33,A46,A59,A65,A73,A81,A92,A101,A112,A123,A130,A143,A151,A162,A173,A181,A192,A201,__label__1,__label__1 A11 A23 A33 A46 A59 A65 A73 A81 A92 A101 A112 A123 A130 A143 A151 A162 A173 A181 A192 A201
418,A14,A24,A32,A40,A55,A63,A74,A81,A92,A101,A112,A123,A134,A141,A152,A161,A174,A181,A191,A201,__label__1,__label__1 A14 A24 A32 A40 A55 A63 A74 A81 A92 A101 A112 A123 A134 A141 A152 A161 A174 A181 A191 A201
419,A12,A23,A32,A40,A51,A65,A73,A84,A92,A101,A112,A122,A134,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A23 A32 A40 A51 A65 A73 A84 A92 A101 A112 A122 A134 A143 A152 A161 A173 A181 A191 A201
420,A14,A22,A32,A40,A56,A64,A74,A82,A92,A101,A113,A123,A130,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A22 A32 A40 A56 A64 A74 A82 A92 A101 A113 A123 A130 A143 A151 A161 A173 A181 A191 A201
421,A12,A21,A32,A41,A54,A65,A73,A84,A93,A101,A112,A123,A133,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A21 A32 A41 A54 A65 A73 A84 A93 A101 A112 A123 A133 A143 A152 A161 A173 A181 A191 A201
422,A12,A21,A34,A40,A51,A61,A74,A82,A93,A101,A113,A121,A138,A143,A152,A162,A172,A182,A191,A201,__label__1,__label__1 A12 A21 A34 A40 A51 A61 A74 A82 A93 A101 A113 A121 A138 A143 A152 A162 A172 A182 A191 A201
423,A14,A24,A33,A42,A53,A62,A74,A84,A93,A101,A113,A121,A135,A143,A152,A162,A174,A181,A191,A201,__label__1,__label__1 A14 A24 A33 A42 A53 A62 A74 A84 A93 A101 A113 A121 A135 A143 A152 A162 A174 A181 A191 A201
424,A12,A21,A32,A42,A55,A65,A75,A81,A92,A101,A112,A122,A131,A141,A152,A161,A173,A181,A192,A201,__label__2,__label__2 A12 A21 A32 A42 A55 A65 A75 A81 A92 A101 A112 A122 A131 A141 A152 A161 A173 A181 A192 A201
425,A12,A23,A32,A41,A55,A61,A73,A81,A94,A101,A113,A123,A130,A143,A151,A161,A173,A181,A192,A201,__label__1,__label__1 A12 A23 A32 A41 A55 A61 A73 A81 A94 A101 A113 A123 A130 A143 A151 A161 A173 A181 A192 A201
426,A14,A25,A34,A43,A55,A61,A75,A84,A93,A101,A112,A123,A133,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A25 A34 A43 A55 A61 A75 A84 A93 A101 A112 A123 A133 A143 A152 A162 A173 A181 A191 A201
427,A14,A23,A34,A43,A51,A64,A73,A84,A93,A101,A113,A121,A138,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A23 A34 A43 A51 A64 A73 A84 A93 A101 A113 A121 A138 A143 A152 A162 A173 A181 A191 A201
428,A14,A20,A32,A42,A52,A61,A75,A81,A93,A101,A114,A123,A130,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A42 A52 A61 A75 A81 A93 A101 A114 A123 A130 A143 A152 A161 A173 A181 A191 A201
429,A11,A23,A34,A45,A51,A61,A71,A82,A92,A101,A114,A124,A139,A143,A153,A163,A171,A182,A191,A201,__label__2,__label__2 A11 A23 A34 A45 A51 A61 A71 A82 A92 A101 A114 A124 A139 A143 A153 A163 A171 A182 A191 A201
430,A14,A20,A32,A49,A56,A61,A74,A81,A93,A101,A114,A121,A139,A143,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A49 A56 A61 A74 A81 A93 A101 A114 A121 A139 A143 A152 A161 A172 A181 A191 A201
431,A12,A24,A32,A410,A59,A61,A73,A82,A93,A102,A113,A123,A133,A141,A152,A162,A174,A181,A192,A201,__label__2,__label__2 A12 A24 A32 A410 A59 A61 A73 A82 A93 A102 A113 A123 A133 A141 A152 A162 A174 A181 A192 A201
432,A11,A20,A34,A42,A53,A61,A71,A84,A93,A101,A114,A124,A135,A143,A153,A163,A174,A181,A192,A201,__label__1,__label__1 A11 A20 A34 A42 A53 A61 A71 A84 A93 A101 A114 A124 A135 A143 A153 A163 A174 A181 A192 A201
433,A14,A24,A34,A45,A54,A61,A73,A84,A91,A101,A112,A121,A134,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A45 A54 A61 A73 A84 A91 A101 A112 A121 A134 A143 A152 A162 A173 A181 A192 A201
434,A11,A20,A32,A42,A54,A61,A73,A83,A93,A101,A112,A121,A131,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A20 A32 A42 A54 A61 A73 A83 A93 A101 A112 A121 A131 A143 A152 A161 A173 A181 A191 A201
435,A12,A21,A32,A43,A53,A65,A73,A82,A94,A101,A111,A121,A131,A143,A152,A161,A173,A181,A192,A201,__label__2,__label__2 A12 A21 A32 A43 A53 A65 A73 A82 A94 A101 A111 A121 A131 A143 A152 A161 A173 A181 A192 A201
436,A14,A20,A32,A45,A50,A63,A74,A82,A94,A101,A114,A121,A130,A143,A151,A161,A172,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A45 A50 A63 A74 A82 A94 A101 A114 A121 A130 A143 A151 A161 A172 A181 A191 A201
437,A14,A24,A34,A40,A52,A64,A75,A84,A92,A101,A114,A121,A136,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A40 A52 A64 A75 A84 A92 A101 A114 A121 A136 A143 A152 A162 A173 A181 A192 A201
438,A11,A27,A34,A45,A56,A61,A71,A84,A93,A102,A114,A123,A139,A143,A152,A162,A171,A181,A191,A201,__label__1,__label__1 A11 A27 A34 A45 A56 A61 A71 A84 A93 A102 A114 A123 A139 A143 A152 A162 A171 A181 A191 A201
439,A13,A21,A31,A49,A50,A61,A72,A84,A92,A101,A111,A121,A131,A143,A152,A161,A171,A181,A191,A201,__label__2,__label__2 A13 A21 A31 A49 A50 A61 A72 A84 A92 A101 A111 A121 A131 A143 A152 A161 A171 A181 A191 A201
440,A14,A21,A32,A40,A53,A61,A75,A84,A93,A101,A114,A123,A136,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A21 A32 A40 A53 A61 A75 A84 A93 A101 A114 A123 A136 A143 A152 A161 A174 A181 A192 A201
441,A11,A21,A32,A42,A53,A61,A73,A82,A92,A102,A113,A122,A133,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A21 A32 A42 A53 A61 A73 A82 A92 A102 A113 A122 A133 A143 A152 A161 A173 A181 A191 A201
442,A12,A24,A33,A410,A55,A61,A73,A82,A93,A101,A113,A123,A133,A141,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A12 A24 A33 A410 A55 A61 A73 A82 A93 A101 A113 A123 A133 A141 A152 A162 A173 A181 A192 A201
443,A14,A21,A32,A46,A50,A61,A75,A84,A93,A101,A114,A123,A137,A141,A152,A161,A172,A182,A191,A201,__label__2,__label__2 A14 A21 A32 A46 A50 A61 A75 A84 A93 A101 A114 A123 A137 A141 A152 A161 A172 A182 A191 A201
444,A12,A27,A34,A42,A58,A61,A73,A82,A92,A101,A113,A123,A133,A143,A152,A161,A174,A181,A192,A201,__label__2,__label__2 A12 A27 A34 A42 A58 A61 A73 A82 A92 A101 A113 A123 A133 A143 A152 A161 A174 A181 A192 A201
445,A14,A20,A34,A46,A51,A65,A75,A84,A92,A101,A114,A122,A137,A143,A151,A162,A172,A181,A191,A201,__label__1,__label__1 A14 A20 A34 A46 A51 A65 A75 A84 A92 A101 A114 A122 A137 A143 A151 A162 A172 A181 A191 A201
446,A11,A26,A32,A40,A53,A61,A72,A84,A92,A101,A114,A123,A135,A143,A152,A161,A173,A181,A192,A201,__label__2,__label__2 A11 A26 A32 A40 A53 A61 A72 A84 A92 A101 A114 A123 A135 A143 A152 A161 A173 A181 A192 A201
447,A12,A20,A32,A43,A55,A61,A73,A82,A93,A103,A112,A121,A135,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A20 A32 A43 A55 A61 A73 A82 A93 A103 A112 A121 A135 A143 A152 A161 A173 A181 A191 A201
448,A13,A21,A32,A42,A52,A65,A75,A83,A92,A101,A114,A121,A139,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A13 A21 A32 A42 A52 A65 A75 A83 A92 A101 A114 A121 A139 A143 A152 A161 A174 A181 A192 A201
449,A12,A22,A33,A45,A53,A64,A73,A83,A94,A101,A113,A122,A139,A142,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A12 A22 A33 A45 A53 A64 A73 A83 A94 A101 A113 A122 A139 A142 A152 A162 A173 A181 A191 A201
450,A14,A26,A34,A41,A59,A65,A73,A84,A93,A101,A112,A123,A133,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A26 A34 A41 A59 A65 A73 A84 A93 A101 A112 A123 A133 A143 A152 A161 A174 A181 A192 A201
451,A14,A20,A32,A43,A50,A61,A73,A83,A92,A101,A111,A121,A133,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A43 A50 A61 A73 A83 A92 A101 A111 A121 A133 A143 A152 A161 A173 A181 A191 A201
452,A14,A21,A30,A42,A55,A61,A75,A82,A93,A101,A114,A122,A135,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A21 A30 A42 A55 A61 A75 A82 A93 A101 A114 A122 A135 A143 A152 A162 A173 A181 A191 A201
453,A14,A24,A32,A41,A55,A61,A75,A84,A93,A101,A114,A123,A135,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A24 A32 A41 A55 A61 A75 A84 A93 A101 A114 A123 A135 A143 A152 A161 A174 A181 A192 A201
454,A11,A24,A32,A40,A58,A61,A74,A82,A93,A102,A113,A122,A134,A143,A152,A161,A173,A181,A192,A201,__label__2,__label__2 A11 A24 A32 A40 A58 A61 A74 A82 A93 A102 A113 A122 A134 A143 A152 A161 A173 A181 A192 A201
455,A14,A24,A32,A41,A55,A61,A72,A84,A92,A101,A111,A124,A133,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A24 A32 A41 A55 A61 A72 A84 A92 A101 A111 A124 A133 A143 A152 A161 A174 A181 A192 A201
456,A11,A21,A34,A40,A57,A61,A73,A82,A93,A101,A112,A121,A135,A143,A151,A162,A173,A182,A191,A201,__label__1,__label__1 A11 A21 A34 A40 A57 A61 A73 A82 A93 A101 A112 A121 A135 A143 A151 A162 A173 A182 A191 A201
457,A11,A21,A32,A41,A56,A61,A75,A83,A93,A101,A114,A124,A135,A143,A153,A161,A173,A181,A192,A201,__label__2,__label__2 A11 A21 A32 A41 A56 A61 A75 A83 A93 A101 A114 A124 A135 A143 A153 A161 A173 A181 A192 A201
458,A11,A20,A32,A44,A50,A61,A72,A84,A92,A101,A111,A121,A132,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A20 A32 A44 A50 A61 A72 A84 A92 A101 A111 A121 A132 A143 A152 A161 A173 A181 A191 A201
459,A14,A23,A32,A43,A57,A61,A72,A83,A93,A101,A112,A123,A134,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A23 A32 A43 A57 A61 A72 A83 A93 A101 A112 A123 A134 A143 A152 A161 A173 A181 A192 A201
460,A11,A26,A32,A42,A57,A61,A73,A81,A93,A103,A112,A122,A136,A143,A152,A161,A173,A182,A191,A201,__label__1,__label__1 A11 A26 A32 A42 A57 A61 A73 A81 A93 A103 A112 A122 A136 A143 A152 A161 A173 A182 A191 A201
461,A11,A22,A32,A40,A53,A61,A72,A82,A93,A101,A113,A121,A135,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A22 A32 A40 A53 A61 A72 A82 A93 A101 A113 A121 A135 A143 A152 A161 A173 A181 A191 A201
462,A12,A21,A32,A42,A56,A61,A72,A83,A92,A101,A111,A121,A135,A143,A151,A161,A174,A181,A191,A201,__label__1,__label__1 A12 A21 A32 A42 A56 A61 A72 A83 A92 A101 A111 A121 A135 A143 A151 A161 A174 A181 A191 A201
463,A12,A21,A32,A48,A50,A65,A75,A84,A93,A101,A114,A122,A136,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A12 A21 A32 A48 A50 A65 A75 A84 A93 A101 A114 A122 A136 A143 A152 A162 A173 A181 A191 A201
464,A14,A23,A32,A49,A54,A61,A74,A84,A93,A101,A111,A123,A135,A142,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A23 A32 A49 A54 A61 A74 A84 A93 A101 A111 A123 A135 A142 A152 A162 A173 A181 A192 A201
465,A11,A24,A32,A41,A56,A61,A73,A83,A93,A103,A114,A124,A139,A141,A152,A161,A173,A182,A192,A201,__label__1,__label__1 A11 A24 A32 A41 A56 A61 A73 A83 A93 A103 A114 A124 A139 A141 A152 A161 A173 A182 A192 A201
466,A11,A24,A33,A43,A53,A61,A72,A84,A92,A101,A112,A123,A133,A143,A151,A161,A172,A181,A192,A201,__label__2,__label__2 A11 A24 A33 A43 A53 A61 A72 A84 A92 A101 A112 A123 A133 A143 A151 A161 A172 A181 A192 A201
